project_name,pub_time,ai_project_title,requirement_brief,requirement_desc,deadline,company_name,contact_name,contact_phone,province,city,budget,announcement_url,location_text
江门职业技术学院数智物流技术生产性开放型区域产教融合实践中心项目,2026-03-26T15:19+08:00,数智物流技术产教融合实践中心建设,建设包含供应链建模优化、料箱搬运机器人数字孪生系统的实践中心，实现需求预测、优化求解、数据建模、场景建模、3D可视化监控、回放、交互及展示功能，以提升物流技术教育与实践能力。,"【背景概述】
江门职业技术学院数智物流技术生产性开放型区域产教融合实践中心项目采购预算3277000元，核心产品为六向料箱搬运机器人。项目包含设备类37项、服务类14项，需在合同签订后20个日历日内完成交货、安装、调试及培训，3年内支撑采购人取得标志性成果。

1. 供应链建模优化系统需具备需求预测功能，支持多种预测参数设置及朴素法、移动平均、加权移动平均、一次指数平滑、二次指数平滑、梯度提升等预测算法的选择，同时支持预测误差分析功能。

2. 供应链建模优化系统需具备优化求解功能，包含网络优化、库存优化、运输优化、模拟仿真四大优化技术，可在统一的用户界面和数据模型中对网络、服务成本、库存、生产和运输进行优化。

3. 供应链建模优化系统需具备数据建模功能，支持对采购规则、生产规则、运输规则、库存规则四种规则的数据建模，支持运输流量限制、库存限制、生产限制、最后一公里服务水平限制的数据建模。

4. 供应链建模优化系统需具备场景建模功能，内置情景管理器，可根据定义的不同应用场景，通过数据映射、输入参数、修改基本参数等方式构建场景项，在数字化环境中模拟供应链的运行，对不同方案进行测试，预测可能产生的风险和意外事件，同时可对应急方案进行评估。

5. 料箱式机器人生产性数字孪生系统需实时采集料箱机器人、货架、容器等设备数据，通过三维模型与动画的方式准确、生动地呈现在浏览器上，实现直观3D可视化，实时监控机器人、库位、充电桩状态，360度无死角观察机器人运行细节。

6. 料箱式机器人生产性数字孪生系统需具备3D可视回放功能，支持近7日视频回放，选择时间区间回放，多种倍速回放；出现异常时可快速定位到异常点，单独展示异常货架，多倍速回放快速分析异常原因。

7. 料箱式机器人生产性数字孪生系统需具备3D交互功能，支持白天黑夜切换、黑灯工厂、机器人漫游、指定货架展示、机器人运行路径展示、查看容器库存详情、取放箱细节展示、设备信息展示。

8. 料箱式机器人生产性数字孪生系统需具备3D展示功能，支持容器筛选展示（任务分布、空容器分布、库存容器分布、SKU分布）、3D容器热度分布（高、中等、低热度分布）、3D库位热度分布（高、中等、低热度分布）。",2026-04-16,江门职业技术学院,张先生,0750-3315616,广东,江门市,327.70万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26318390.htm,广东省江门市蓬江区潮连大道6号
沈阳职业技术学院2026年双高机器人+应用基地(“机器人+可编程控制器应用”实训室)建设项目,2026-03-26T09:30+08:00,无相关要求,无相关要求,无相关要求,2026-04-17,沈阳职业技术学院,郭晓川、孙少伟、刘娟娟、刘金霞、张田田、尚彬,024-86136767,辽宁,沈阳市,135.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26316525.htm,沈阳市大东区劳动路32号
河南省交通运输调度指挥中心河南省智慧交通服务云平台-服务器及基础软件项目,2026-03-26T14:57+08:00,无相关要求,无相关要求,无相关要求,2026-04-17,河南省交通运输调度指挥中心,张雪扬,0371-87165401,河南,郑州市,469.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26318211.htm,郑州市金水东路26号
河北省2026年度河北雾灵山国家级自然保护区雾灵山科普教育电子解说系统项目,2026-03-26T16:04+08:00,无相关要求,无相关要求,无相关要求,2026-04-16,河北雾灵山国家级自然保护区管理中心,白黎明,0311-83662236,河北,,206.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26318995.htm,承德兴隆县
中国地震局地质研究所地震构造及形变信息平台建设项目,2026-03-26T20:39+08:00,无相关要求,无相关要求,无相关要求,2026-04-16,中国地震局地质研究所,史桂林、彭媛媛,010-81168510,北京,北京市,98.00万元,http://www.ccgp.gov.cn/cggg/zygg/gkzb/202603/t20260326_26321337.htm,北京市朝阳区华严里甲1号
昆明理工大学教学科研仪器设备更新项目二期（交通工程学院）-3,2026-03-26T18:46+08:00,无相关要求,无相关要求,无相关要求,2026-04-17,昆明理工大学,张育玮、晏辉、张正举、武江艳、夏伟,18687032868,云南,昆明市,51.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26320847.htm,昆明市一二一大街文昌路68号
盱眙县2025年小麦高产优质片区建设(农情监测点建设),2026-03-26T18:01+08:00,无相关要求,无相关要求,无相关要求,2026-04-20,盱眙县农技推广中心,李方玉1,0517-88332298,江苏,,138.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26320656.htm,盱眙县山水商务大厦10楼
交通智控中心维护项目,2026-03-26T17:22+08:00,无相关要求,无相关要求,无相关要求,2026-04-16,福州市公安局交通管理支队,陈宇、黄静、郭梅芳,0591-87527653,福建,福州市,381.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26320200.htm,福州市鼓楼区杨桥东路20号
淳安县体育馆及嵌入式体育场地设施设备提升改造项目（一期）-智能化设施提升改造,2026-03-26T16:49+08:00,无相关要求,无相关要求,无相关要求,2026-04-16,淳安县文化和广电旅游体育局,王芳芳,18758869556,浙江,,122.22万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26319728.htm,淳安县千岛湖镇珍珠大道136号西侧
TOCC信息化运维-交通运行指挥调度数据服务,2026-03-26T11:04+08:00,无相关要求,无相关要求,无相关要求,2026-04-17,北京市交通运行监测调度中心,张鑫,010-84045310,北京,北京市,60.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26317088.htm,北京市通州区达济街6号院
长治市潞城区人民医院肿瘤防治数智化平台建设项目,2026-03-26T18:09+08:00,无相关要求,无相关要求,无相关要求,2026-04-21,长治市潞城区人民医院,王建军、郭晓冬、马越、岳虎、邱亚男、谭蔚,18635536631,山西,长治市,80.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26320709.htm,长治市潞城区南华西街223号
潍坊市人民医院病理数智化平台建设与医疗服务能力提升项目,2026-03-26T13:59+08:00,无相关要求,无相关要求,无相关要求,2026-04-17,潍坊市人民医院,冯彬,0536-8192095,山东,潍坊市,240.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26317805.htm,潍坊市奎文区广文街151号
云南艺术学院设备更新-电影电视学院民族文化资源数字化教学科研设备采购,2026-03-26T20:36+08:00,无相关要求,无相关要求,无相关要求,2026-04-17,云南艺术学院,土杰灵、杨涵屹、李婷、陈生媛、李杰,0871-68101522吴昊珊、李娜、罗枝维、李宇,云南,昆明市,406.30万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26321341.htm,云南省昆明市呈贡区雨花路1577号
大理州民族中学2026年智慧课堂维保项目,2026-03-26T19:21+08:00,无相关要求,无相关要求,无相关要求,2026-04-16,大理白族自治州民族中学,杨晓霞、王康兴、赵文晨、董平贵、段殷荣,15887368549、0872-2211699,云南,,90.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26321098.htm,大理州民族中学洱河北路56号
传媒艺术学院数字媒体技术专业数字人智能交互实训室设备采购项目,2026-03-26T19:19+08:00,无相关要求,无相关要求,无相关要求,2026-04-15,新疆应用职业技术学院,范祥洁,17767478969,新疆,奎屯市,182.28万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26321079.htm,奎屯市北京西路62号
玉溪市民族中学数字校园建设项目,2026-03-26T19:16+08:00,无相关要求,无相关要求,无相关要求,2026-04-16,玉溪市民族中学,李工,18187740035,云南,玉溪市,100.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26321052.htm,玉溪市红塔区聂耳东路8号
2026年高新区（滨江）视频AI赋能平台XC改造项目,2026-03-26T19:07+08:00,无相关要求,无相关要求,无相关要求,2026-04-15,杭州高新技术产业开发区（滨江）社会治理中心,顾奇祺 江涛,0571-87186977 87187837,浙江,？杭州市,100.50万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26321001.htm,？杭州市滨江区西兴街道江南大道87号
昆明理工大学教学科研仪器设备更新项目二期（交通工程学院）-1,2026-03-26T18:46+08:00,无相关要求,无相关要求,无相关要求,2026-04-16,昆明理工大学,张育玮、晏辉、张正举、武江艳、夏伟,13988916363,云南,昆明市,323.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26320850.htm,昆明市一二一大街文昌路68号
青海职业技术大学2026年教学实训设备更新项目--企业级物流教学实训设备,2026-03-26T18:45+08:00,无相关要求,无相关要求,无相关要求,2026-04-27,青海职业技术大学,李玲玲、谢冰,0971-5116989,青海,西宁市,907.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26320843.htm,青海省西宁市城北区经二路66号
广州市南粤先贤馆-五仙古观文化旅游区宣教设备提升项目,2026-03-26T17:37+08:00,无相关要求,无相关要求,无相关要求,2026-04-16,广州市越秀区文化广电旅游体育局,邹小红（采购文件咨询）、何晓蕾（质疑受理）,20-28866112、28866163,广东,广州市,95.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26320438.htm,广州市越秀区署前路8号
陕西师范大学公共教室智能讲台购置项目,2026-03-26T17:16+08:00,无相关要求,无相关要求,无相关要求,2026-04-16,陕西师范大学,李婷、曹睿,029-85310696,陕西,西安市,195.00万元,http://www.ccgp.gov.cn/cggg/zygg/gkzb/202603/t20260326_26320099.htm,西安市长安区西长安街620号
AI型全功能电法工作站项目,2026-03-26T16:36+08:00,无相关要求,无相关要求,无相关要求,2026-04-22,青海省第一地质勘查院,李玲玲、谢冰,0971-5116989,青海,海东市,220.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26319469.htm,青海省海东市平安区平安大道232号
建设产教融合实训基地-产教融合半实物仿真工厂（中央）-虚拟仿真基地（政府采购-货物）,2026-03-26T16:04+08:00,产教融合实训基地AI人员行为分析模块建设,河北石油职业技术大学为建设产教融合半实物仿真工厂虚拟仿真基地，需采购甲苯歧化实训系统，其中包含AI人员行为分析实训模块，以提升实训效果和安全性。,"【背景概述】
河北石油职业技术大学为建设产教融合半实物仿真工厂（中央）虚拟仿真基地，采购环境监测与检测虚拟仿真软件、甲苯歧化实训系统、实验室排水综合处理装置。

AI需求点：
1. B包甲苯歧化实训系统需包含AI人员行为分析实训模块。",2026-04-21,河北石油职业技术大学,闫翠琴,0311-85358149,河北,承德市,118.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26319017.htm,承德市开发区学院路2号
乾潭中心幼儿园安仁分园建设工程——弱电设备采购,2026-03-26T16:03+08:00,无相关要求,无相关要求,无相关要求,2026-04-15,建德市乾潭镇人民政府,王雪凤,0571-89608254,浙江,,91.93万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26319012.htm,乾潭镇新世纪广场1号
电磁震多参数智能采集系统,2026-03-26T15:56+08:00,无相关要求,无相关要求,无相关要求,2026-04-17,中国地质科学院,陈老师,010-68999956,北京,,405.00万元,http://www.ccgp.gov.cn/cggg/zygg/gkzb/202603/t20260326_26318811.htm,北京西城区阜外百万庄大街26号
青海职业技术大学2026年教学实训设备更新——智能操作设备采购项目,2026-03-26T15:09+08:00,无相关要求,无相关要求,无相关要求,2026-04-24,青海职业技术大学,曹先生、赵女士,0971-5228996,青海,西宁市,525.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26318307.htm,西宁市城北区经二路66号
同江市林业有害生物防治综合能力提升项目(二次),2026-03-26T15:05+08:00,无相关要求,无相关要求,无相关要求,2026-04-16,同江市森林病虫防治检疫站,张家全,0451-87616109,黑龙江,,109.32万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26318278.htm,农林大厦
燕山大学2024年度教育领域重大设备更新项目—智能冲压教学系统等设备采购项目,2026-03-26T14:44+08:00,无相关要求,无相关要求,无相关要求,2026-04-17,燕山大学,王晶、王欢,0335-8080610,河北,秦皇岛市,55.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26318065.htm,秦皇岛市河北大街西段438号
市交通技师学院智能装备制造与航空服务实训室建设（低空飞行器）项目,2026-03-26T14:31+08:00,无相关要求,无相关要求,无相关要求,2026-04-16,广州市交通技师学院（广州市交通高级技工学校）,刘小姐,020-83651133,广东,广州市,173.06万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26317986.htm,广州市增城区科教城科教大道136号
公用经费初等教育服务采购项目,2026-03-26T14:26+08:00,无相关要求,无相关要求,无相关要求,2026-04-16,北京市海淀区上地实验小学,隋志亮,010-84045683,北京,北京市,20.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26317951.htm,北京市海淀区上地东里五区内
绍兴市小水电生态流量智能管控项目,2026-03-26T14:24+08:00,无相关要求,无相关要求,无相关要求,2026-04-14,绍兴市水土保持与小水电管理中心,陈女士,18267516405,浙江,绍兴市,159.25万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26317923.htm,绍兴市越城区洋江西路589号
昆明理工大学昆马学院裸眼3D全息互动教学系统购置,2026-03-26T13:26+08:00,无相关要求,无相关要求,无相关要求,2026-04-16,昆明理工大学,吴越、朱云、郑艳,0871-65322748,云南,昆明市,280.11万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26317650.htm,昆明市一二一大街文昌路68号
工业4.0药丸分配及工业视觉智能检测实训设备,2026-03-26T12:24+08:00,无相关要求,无相关要求,无相关要求,2026-04-20,江苏省无锡技师学院,李晓芳,0510-88202272,江苏,无锡市,180.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26317514.htm,无锡市职教园钱藕路6号
专业设备购置及更新场(厂)内机动车作业人员考试设备及系统,2026-03-26T12:10+08:00,无相关要求,无相关要求,无相关要求,2026-04-15,芜湖市特种设备检验研究院,陈文亮,18155363358,安徽,芜湖市,54.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26317458.htm,安徽省芜湖市弋江区中山南路686号
2026GC02-南方医科大学2025年冲补强护理、检生等学院采购设备一批项目,2026-03-26T11:58+08:00,无相关要求,无相关要求,无相关要求,2026-04-16,南方医科大学,杨勇、梁颖贤、齐翔,020-87258495-303,广东,广州市,948.81万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26317415.htm,广州市白云区京溪沙太南路1023号
TOCC信息化运维-交通运行预警预报及协调处置数据维护02包 交通运行预警数据维护,2026-03-26T11:03+08:00,无相关要求,无相关要求,无相关要求,2026-04-16,北京市交通运行监测调度中心,张鑫,010-84045310,北京,北京市,64.80万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26317089.htm,北京市通州区达济街6号院
疏勒县牙甫泉镇5G智慧渔业养殖示范基地巩固提升项目,2026-03-26T10:22+08:00,无相关要求,无相关要求,无相关要求,2026-04-14,疏勒县牙甫泉镇人民政府,季先生,18909984567,新疆,,290.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26316742.htm,疏勒县
“美丽舟山”空气质量智慧感知网络数据购买服务项目,2026-03-26T10:05+08:00,无相关要求,无相关要求,无相关要求,2026-04-17,舟山市生态环境局,朱女士,13857236444,浙江,舟山市,600.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26316659.htm,浙江省舟山市临城海天大道681号（市行政中心2号楼4楼）
上海市碳达峰碳中和数智管理子系统建设项目(2026年升级改造),2026-03-26T09:10+08:00,上海市碳达峰碳中和数智管理子系统升级,本项目旨在通过引入政务大模型、深度数据整合和高级分析能力，升级上海市碳达峰碳中和数智管理子系统，实现双碳管理的集成化、智能化和预测性提升，为全市碳达峰碳中和目标提供数字化支撑。,"【背景概述】
本项目作为上海市碳达峰碳中和数智管理子系统的二期升级改造，定位是承接一期平台的数据基础和初步功能，通过引入政务大模型、深度数据整合和高级分析能力，将现有分散、低效的碳管理模式提升至集成化、智能化、预测性的新高度，为实现全市碳达峰碳中和目标提供数字化支撑。

【AI需求点】
1. 依托统一数据平台和大数据模型底座，建设面向双碳管理场景的AI应用，涵盖智能填报辅助、数据质量助手、能碳问答智能体、能碳智能分析助手功能。通过对历史数据的识别与预填、异常数据的智能提示、政策知识的智能问答以及碳排数据的多维分析，减轻人工负担，提升数据处理效率和决策支撑能力，助力实现双碳管理的智能化、精细化与预测性提升。

2. 项目引入政务大模型技术，作为二期升级改造的核心技术组成部分，与深度数据整合和高级分析能力共同构建智能化管理体系。

3. 通过大数据、人工智能等技术深度优化智慧决策与数据分析平台，赋能各级政府和企业进行科学决策和精细化管理。",2026-04-14,上海市经济信息中心,张姝雅,021-35968053,上海,,263.25万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26316443.htm,华山路1076号
2025年中央财政纳帕海国际重要湿地保护与恢复项目-宣传教育（智慧化广播教育系统试点、宣传视频、宣教物资、宣传活动、社区共建）,2026-03-26T22:26+08:00,无相关要求,无相关要求,无相关要求,2026-04-20,纳帕海省级自然保护区管护局,妥国云、杨兵兵、杨雪丽、李常华、杨辉,18213897855、13629665861,云南,,113.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26321456.htm,建塘镇昌都路2号
宁夏回族自治区灌溉排水服务中心宁夏水预算智慧化管理能力提升项目,2026-03-26T21:21+08:00,无相关要求,无相关要求,无相关要求,2026-04-17,宁夏回族自治区灌溉排水服务中心,张楠,18109596171,宁夏,银川市,791.77万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26321408.htm,银川市金凤区枕水巷159号
宁夏回族自治区灌溉排水服务中心宁夏水预算智慧化管理能力提升项目,2026-03-26T21:21+08:00,无相关要求,无相关要求,无相关要求,2026-04-16,宁夏回族自治区灌溉排水服务中心,张楠,18109596171,宁夏,银川市,791.77万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26321409.htm,银川市金凤区枕水巷159号
华中师范大学重庆学校智慧校园二期项目,2026-03-26T19:25+08:00,无相关要求,无相关要求,无相关要求,2026-04-15,重庆高新技术产业开发区管理委员会公共服务局,李老师,023-68174417,重庆,,117.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26321126.htm,重庆高新区高新大道6号
安徽职业技术大学2026年建筑工程管理实训中心采购项目第1包第二次采购,2026-03-26T18:15+08:00,无相关要求,无相关要求,无相关要求,2026-04-16,安徽职业技术大学,详情见公告正文,18715072239、18456528994,安徽,合肥市,200.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26320742.htm,安徽省合肥市新站区文忠路2600号
西吉县公安局“智慧监管”装备项目,2026-03-26T17:20+08:00,无相关要求,无相关要求,无相关要求,2026-04-16,西吉县公安局,海正国、陆晶,18995414652、13995248974,宁夏,固原市,138.95万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26320137.htm,固原市西吉县
浦东新区工程建设项目综合管理数字化平台软件功能开发,2026-03-26T17:10+08:00,浦东新区工程数字化管理平台智能分析系统,基于AI视频分析技术，开发浦东新区建设工程智慧管理子系统，实现智能分析预警、无人机巡检辅助分析管理，推进工程建设项目全生命周期数字化管理。,"【背景概述】
2019年浦东建交委监督站围绕AI视频分析技术在工地现场的应用，建设了浦东新区建设工程视频监控智能识别系统，利用智能视频分析技术实现海量监控视频数据的深度信息挖掘和分析，实时监控和告警，对建设工程现场违规行为进行管控和取证。本项目将在此基础上新建建设工程智慧管理子系统、建设工程项目信息子系统等，推进工程建设项目全生命周期数字化管理，搭建浦东新区工程建设项目综合管理数字化平台。

1. 智能发现功能开发：基于原有的采集数据和分析模型，实现智能分析及预警、基于无人机巡检的智能辅助分析管理。该功能模块属于建设工程智慧管理子系统，运用分析模型对采集数据进行处理，实现智能化分析和预警，并针对无人机巡检提供智能辅助分析管理能力。",2026-04-21,上海市浦东新区建设工程安全质量监督站,曲冰、李星雨,021-68541155-964,上海,,102.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26320065.htm,浦东新区浦明路1229号3楼，4楼
徐医附院物联网建设采购项目,2026-03-26T17:02+08:00,无相关要求,无相关要求,无相关要求,2026-04-16,徐州医科大学附属医院,付钢,02583668520、83668519,江苏,徐州市,650.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26319906.htm,徐州市淮海西路99号
镇江市图书馆2025年智慧图书馆建设项目,2026-03-26T17:02+08:00,无相关要求,无相关要求,无相关要求,2026-04-21,镇江市图书馆,李萱萱,15952810787,江苏,镇江市,140.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26319901.htm,镇江市解放路17号
学科功能室设备设施采购项目,2026-03-26T16:57+08:00,无相关要求,无相关要求,无相关要求,2026-04-17,北京大学附属中学鄂尔多斯学校,郝磊、郝张慧、陈丽坪,15389878655,内蒙古,,787.83万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26319858.htm,伊金霍洛旗阿勒腾席热镇朝阳街南
安徽工业大学智慧校园全光网扩建项目,2026-03-26T16:55+08:00,无相关要求,无相关要求,无相关要求,2026-04-15,安徽工业大学,雷连宝,0555-2311291,安徽,马鞍山市,300.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26319797.htm,安徽省马鞍山市花山区湖东北路400号
绵阳城市二环路货运通道交通安全智慧管控服务,2026-03-26T16:50+08:00,无相关要求,无相关要求,无相关要求,2026-04-16,绵阳市公安局交通警察支队,陈佳斌,文件编制0816-2335356；开标及结果0816-2865208,四川,绵阳市,132.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26319705.htm,绵阳市经开区机场东路166号
智慧水肥一体化平台采购,2026-03-26T16:47+08:00,无相关要求,无相关要求,无相关要求,2026-04-16,西南大学,向老师,17880253205,重庆,重庆市,107.00万元,http://www.ccgp.gov.cn/cggg/zygg/gkzb/202603/t20260326_26319550.htm,重庆市北碚区天生路2号
2026-2028年广东省部分地表水国控点防干扰电子围栏智慧监管服务项目,2026-03-26T15:47+08:00,无相关要求,无相关要求,无相关要求,2026-04-16,广东省生态环境监测中心（省中心本部）,黄工,电话： 020-83186865邮箱：huangxiuying2020@gd.gov.cn,广东,广州市,300.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26318759.htm,广州市海珠区芳园路8号
怀柔区智慧市场非现场监管平台项目基础软件开发服务采购项目,2026-03-26T15:36+08:00,无相关要求,无相关要求,无相关要求,2026-04-17,北京市怀柔区市场监督管理局本级,张晶岩,010-61628884,北京,北京市,109.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26318644.htm,北京市怀柔区北大街14号
北京卫生职业学院2026年触控一体机与智慧黑板采购项目,2026-03-26T15:27+08:00,无相关要求,无相关要求,无相关要求,2026-04-16,北京卫生职业学院,黄璟彤,83916700,北京,北京市,110.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26318515.htm,北京市通州区九棵树东路128号
宣威市第一人民医院智慧医院建设项目,2026-03-26T14:36+08:00,无相关要求,无相关要求,无相关要求,2026-04-17,宣威市第一人民医院,李春丽、邱海旭、宁威、沈灿、蔡慈进,0871-63335856,云南,宣威市虹桥水田冲宣威市,301.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26318013.htm,宣威市虹桥水田冲宣威市第一人民医院
峡山区“五好两宜”和美乡村试点实验示范区-现代农业“智慧大脑”服务平台项目,2026-03-26T13:58+08:00,无相关要求,无相关要求,无相关要求,2026-04-17,潍坊峡山生态经济开发区农业农村和水资源局,潍坊佳恒工程管理有限公司,15306467804,山东,,500.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26317743.htm,峡山区政务服务中心613办公室
乌鲁木齐甘泉堡经济技术开发区（工业区）重大安全风险防控项目-工业互联网支撑体系建设项目,2026-03-26T11:18+08:00,无相关要求,无相关要求,无相关要求,2026-04-16,乌鲁木齐甘泉堡经济技术开发区（工业区）应急管理局,靳紫薇,18997902005,新疆,,923.89万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26317146.htm,乌鲁木齐甘泉堡经济技术开发区（工业区）瀚海东街2345号
库尔勒市实验中学智慧体育设备及附属设施项目,2026-03-26T10:24+08:00,无相关要求,无相关要求,无相关要求,2026-04-15,库尔勒市实验中学,魏莉,18299829443,新疆,库尔勒市,110.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26316753.htm,库尔勒市迎宾路9号
厦门市第二外国语学校高中部图书馆采购项目(二次),2026-03-26T09:59+08:00,无相关要求,无相关要求,无相关要求,2026-04-17,厦门市第二外国语学校,小苏,0592-7278030,福建,厦门市,280.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26316618.htm,厦门市同安区银湖西路376号
云南师范大学教学科研重大仪器设备更新项目（信息学院国产设备）,2026-03-26T17:16+08:00,无相关要求,无相关要求,无相关要求,2026-04-16,云南师范大学,吕艺帆、高良凯、赵志超、王国玺、吴翊,0871-65511240、65511241 转3,云南,昆明市,523.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260326_26320149.htm,云南省昆明市呈贡区聚贤街768号
2025年度山东省民政厅AI大模型与社会救助场景融合系统新建项目,2026-03-25T01:01+08:00,无相关要求,无相关要求,无相关要求,2026-04-14,山东省民政厅机关,王灏,0531-62325572,山东,,170.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260325_26310721.htm,空
上海市奉贤区政府采购2026-028--奉贤区大数据平台二期项目,2026-03-25T00:10+08:00,无相关要求,无相关要求,无相关要求,2026-04-20,上海市奉贤区大数据中心,沈老师,021-37563192,上海,上海市,983.40万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260325_26310485.htm,上海市奉贤区南桥镇望园南路1529弄1-3号奉贤区政务服务中心A幢4楼
重庆工商大学机械学院工程训练创新实践基地设备采购项目,2026-03-25T17:45+08:00,无相关要求,无相关要求,无相关要求,2026-04-15,重庆工商大学,彭老师,18716415581,重庆,重庆市,259.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260325_26315224.htm,重庆市南岸区学府大道19号厚德楼
智能制造龙城实验室激光球杆干涉仪采购,2026-03-25T16:28+08:00,无相关要求,无相关要求,无相关要求,2026-04-22,智能制造龙城实验室,周叶,0519-81882993,江苏,常州市,170.00万元,http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202603/t20260325_26313992.htm,常州市武进区常武中路18号常州科教城智能制造龙城实验室
